Date,User ID,Item ID_tourist,Item_name,Item_city,Review Text,Travel History,Item Review,Review,Ratings_combined,Item_category_combined,Province,City,Sentiment_Score,Month,YearMonth,User_Segment,Preferred_Province,activity_level,activity_segment,City_Sentiment_Score,Avg_City_Sentiment_Score
7/12/2023,USER-A92,A-12,Jannat Al-Mu'alla Cemetry - Makkah,Jannatul Mualla,jannat al muallaa has its glorious and rich importance in the history islam in this holy place in makkah there are many sahabah and our prophet muhammad saws first wife bibi khadija ra were buried if any pilgrims dies during hajj and umrah usually bury in this holy place,Jannatul Mualla,no review provided,no review provided,4.9,Religious Sites,Makkah Al Mukarramah Province,Makkah,0.8834,2023-12,2023-12,Low Activity,Al Madinah Al Munawwarah Province,4,Low,0.8834,0.272506667
28/5/2024,USER-A129,A-12,Jannat Al-Mu'alla Cemetry - Makkah,Jannatul Mualla," jannatul maala cemetery almala cemetery


jannatul maala also known as almala cemetery is a deeply revered historical and religious site located in the heart of makkah saudi arabia this sacred cemetery holds immense significance for muslims worldwide as it is the final resting place of several prominent figures from the early days of islam situated approximately 13 kilometers north of the masjid alharam it is easily accessible for pilgrims and visitors

historical significance
jannatul maala is renowned for its historical importance among the notable individuals buried here are khadijah bint khuwaylid the first wife of prophet muhammad pbuh and the first person to embrace islam her unwavering support for the prophet during the early days of islam is deeply cherished by muslims additionally the cemetery is the resting place of abdul muttalib the prophets grandfather and abu talib his uncle who played crucial roles in protecting and supporting the prophet

atmosphere and layout
the cemeterys layout is modest and unadorned in line with islamic principles that emphasize humility and equality in death the graves are marked by simple stones and the pathways are wellmaintained allowing visitors to walk through with ease the serene and solemn atmosphere invites reflection and prayer making it a place of profound spiritual connection

visiting experience
visiting jannatul maala is a moving experience for many muslims the site is open throughout the year and is particularly busy during the hajj and umrah seasons visitors are encouraged to approach with respect and maintain a quiet demeanor modest dress is required reflecting the sacred nature of the site photography is generally discouraged to preserve the sanctity of the cemetery

accessibility
jannatul maala is conveniently located near the main roads of makkah and several transportation options are available to reach the site the cemeterys pathways are accessible but the terrain can be challenging for those with mobility issues it is advisable to visit early in the morning or late in the afternoon to avoid the heat

preservation
the cemetery is wellpreserved by the saudi authorities who ensure it remains clean and respectful the simplicity of the graves is maintained reflecting the humility and equality central to islamic teachings efforts are made to educate visitors about the historical and religious significance of the site through information boards and guides

spiritual reflection
for many jannatul maala is not just a cemetery but a place of deep spiritual reflection standing by the graves of some of islams earliest and most significant figures provides a tangible connection to the history and heritage of the faith it is a place where pilgrims can offer prayers reflect on their faith and draw inspiration from the lives of those who helped shape the early muslim community

conclusion
jannatul maala is a mustvisit for any muslim traveling to makkah its profound historical significance and the serene reflective atmosphere make it an essential part of understanding and connecting with islamic history whether you are there to pay respects seek spiritual solace or simply reflect on the humble beginnings of islam jannatul maala offers a deeply enriching experience

tips for visitors
 preparation be prepared for the weather as makkah can get extremely hot wear comfortable and modest clothing
 respect maintain a respectful and quiet demeanor while visiting this is a sacred site for many
 guide consider hiring a local guide to provide historical context and enhance your visit
 timing visit early in the morning or late in the afternoon to avoid peak heat and crowds

overall jannatul maala is a poignant reminder of the rich history and enduring legacy of islam making it a site of pilgrimage and reverence for millions of muslims around the world",Jannatul Mualla,no review provided,no review provided,4.9,Religious Sites,Makkah Al Mukarramah Province,Makkah,0.9963,2024-05,2024-05,Low Activity,Makkah Al Mukarramah Province,3,Low,0.9963,0.272506667
5/1/2024,USER-A130,A-12,Jannat Al-Mu'alla Cemetry - Makkah,Jannatul Mualla,its the place where hazrat khatija as is buried well maintained with entrance from south corner only as per my knowledge only men can go in,Jannatul Mualla,no review provided,no review provided,4.9,Religious Sites,Makkah Al Mukarramah Province,Makkah,0.2732,2024-01,2024-01,Low Activity,Makkah Al Mukarramah Province,3,Low,0.2732,0.272506667
23/9/2023,USER-A131,A-12,Jannat Al-Mu'alla Cemetry - Makkah,Jannatul Mualla,"one of the oldest cemetery
many of muhammads relatives were buried in this cemetery before his hijrah in 622

historical figures buried here include

abu talib ibn abdulmuttalib uncle of muhammad and father of ali
abd manaf greatgreatgrandfather of muhammad
abdul mutallib grandfather of muhammad
khadija wife of muhammad","Jannatul Baqi Cemetery, Masjid Al Ghamamah",no review provided,no review provided,4.9,Religious Sites,Makkah Al Mukarramah Province,Makkah,0.0,2023-09,2023-09,Low Activity,Makkah Al Mukarramah Province,1,Low,0.0,0.272506667
25/6/2023,USER-A132,A-12,Jannat Al-Mu'alla Cemetry - Makkah,Jannatul Mualla,"subhanallah what a beautiful place
may allah ﷻ grant them jannatul firdawus who were buried there",Jannatul Baqi Cemetery,no review provided,no review provided,4.9,Religious Sites,Makkah Al Mukarramah Province,Makkah,0.7506,2023-06,2023-06,Low Activity,Makkah Al Mukarramah Province,1,Low,0.7506,0.272506667
19/5/2023,USER-A133,A-12,Jannat Al-Mu'alla Cemetry - Makkah,Jannatul Mualla,mashaallah one of the most burial grounds on earth maybe where all makkah burry  their deceased any muslim who dies in makkah  except martyrs get buried there and for free and their janaza  prayer gets performed in masjid alharam burial charities are all over makkah and connected to all hospitals once a person is announced dead by the hospital administrator the charity picks up the body do the ghusl and all the other body perpetration rituals then take the body to masjid al haram for janaza around the closest regular prayer time then the body goes to the cemetery for burial beautiful and all at no cost make sure to visit very easy to get to it is very close to the haram about 12 minutes walk from the king abdulla recent expansion side or often called ghaza side any busy or taxi that is going that direction you can take to the cemetery,"Jannatul Baqi Cemetery, Jannatul Baqi Cemetery, Jannatul Baqi Cemetery",no review provided,no review provided,4.9,Religious Sites,Makkah Al Mukarramah Province,Makkah,0.9041,2023-05,2023-05,Low Activity,Makkah Al Mukarramah Province,1,Low,0.9041,0.272506667
26/4/2023,USER-A134,A-12,Jannat Al-Mu'alla Cemetry - Makkah,Jannatul Mualla,its graveyard since prophet hazrat muhammad,"King Fahd Glorious Quran Printing Complex, Jannatul Baqi Cemetery, متحف السكة الحديد",no review provided,no review provided,4.9,Religious Sites,Makkah Al Mukarramah Province,Makkah,-0.296,2023-04,2023-04,Low Activity,Makkah Al Mukarramah Province,1,Low,-0.296,0.272506667
21/4/2023,USER-A135,A-12,Jannat Al-Mu'alla Cemetry - Makkah,Jannatul Mualla,cemetery for pious and great people in islamic history,Jannatul Baqi Cemetery,no review provided,no review provided,4.9,Religious Sites,Makkah Al Mukarramah Province,Makkah,0.6249,2023-04,2023-04,Low Activity,Makkah Al Mukarramah Province,1,Low,0.6249,0.272506667
6/4/2023,USER-A136,A-12,Jannat Al-Mu'alla Cemetry - Makkah,Jannatul Mualla,"jannat al mualla is where many of the prophet pbuhs ancestors are buried most prominent ones are his mother aminah grandfather abdul muttalib and first wife khadijah

this ancient burial place was respected even before mohamed pbuh was born and remains so to this day

the cemetery is open all year and there is no admission fee

شكرا","The Seven Mosques, Jannatul Baqi Cemetery",no review provided,no review provided,4.9,Religious Sites,Makkah Al Mukarramah Province,Makkah,0.5413,2023-04,2023-04,Low Activity,Makkah Al Mukarramah Province,2,Low,0.5413,0.272506667
21/2/2023,USER-A137,A-12,Jannat Al-Mu'alla Cemetry - Makkah,Jannatul Mualla,located near the jin mosque many historical figures of pre  post islamic arabia are resting here,Jannatul Baqi Cemetery,no review provided,no review provided,4.9,Religious Sites,Makkah Al Mukarramah Province,Makkah,0.0,2023-02,2023-02,Low Activity,Makkah Al Mukarramah Province,1,Low,0.0,0.272506667
20/11/2022,USER-A138,A-12,Jannat Al-Mu'alla Cemetry - Makkah,Jannatul Mualla,grave of khadija bin khuwaylid and other sahabas,Jannatul Baqi Cemetery,no review provided,no review provided,4.9,Religious Sites,Makkah Al Mukarramah Province,Makkah,-0.3818,2022-11,2022-11,Low Activity,Makkah Al Mukarramah Province,1,Low,-0.3818,0.272506667
2/8/2022,USER-A139,A-12,Jannat Al-Mu'alla Cemetry - Makkah,Jannatul Mualla,this historic cemetery where alsaieda khadija the wife of the prophet muhammad is buried ,Jannatul Baqi Cemetery,no review provided,no review provided,4.9,Religious Sites,Makkah Al Mukarramah Province,Makkah,0.0,2022-08,2022-08,Low Activity,Makkah Al Mukarramah Province,1,Low,0.0,0.272506667
28/4/2022,USER-A140,A-12,Jannat Al-Mu'alla Cemetry - Makkah,Jannatul Mualla,in this cemetery there are many historic graves,Jannatul Baqi Cemetery,no review provided,no review provided,4.9,Religious Sites,Makkah Al Mukarramah Province,Makkah,-0.296,2022-04,2022-04,Low Activity,Makkah Al Mukarramah Province,1,Low,-0.296,0.272506667
24/4/2024,USER-A6,A-13,Jannatul Baqi Cemetry - Madina,Jannatul Baqi Cemetery,"one of the holiest graveyard of the world   many of the sahaba karaam ra are lying here
grave of third caliph hazrat usman ghani ra is also here at this place there was a splendid tomb in ottoman era
early morning visit of janat ul baqi is comfortable
thousands of pilgrims daily visit here","Masjid Al Ghamamah, Masjid Al Ghamamah, Masjid Al Ghamamah",no review provided,no review provided,4.9,Religious Sites,Al Madinah Al Munawwarah Province,Madinah,-0.0258,2024-04,2024-04,Low Activity,Al Madinah Al Munawwarah Province,3,Low,-0.0258,0.327605556
15/1/2024,USER-A11,A-13,Jannatul Baqi Cemetry - Madina,Jannatul Baqi Cemetery,i visited the al baqi cemetery after asar prayer while during my visit to masjid al nabwi,Masjid Al Ghamamah,no review provided,no review provided,4.9,Religious Sites,Al Madinah Al Munawwarah Province,Madinah,0.0,2024-01,2024-01,Low Activity,Al Madinah Al Munawwarah Province,2,Low,0.0,0.327605556
12/5/2024,USER-A27,A-13,Jannatul Baqi Cemetry - Madina,Jannatul Baqi Cemetery,approx more than ten thousand companions ashab the wives of the messenger of allah pbuh his daughters his son ibrahim his aunts his uncle abbas and one of the companions 3rd caliph uthman  abdurrahman bavf abu huraira hz hasan hz the head of husayn and many other notables of ahl albayt radiyallahu anhum were also buried here,Masjid Al Ghamamah,no review provided,no review provided,4.9,Religious Sites,Al Madinah Al Munawwarah Province,Madinah,0.0,2024-05,2024-05,Low Activity,Al Madinah Al Munawwarah Province,3,Low,0.0,0.327605556
1/1/2024,USER-A61,A-13,Jannatul Baqi Cemetry - Madina,Jannatul Baqi Cemetery,"jannat albaqi is one of the oldest cemeteries in islamic history and is open after fajir and asr salah

it is located next to masjid alnabwi

it has thousands of the prophets companions peace be upon them buried here

its good to visit the graves as a remembrance that all of us is to die",Masjid Al Ghamamah,no review provided,no review provided,4.9,Religious Sites,Al Madinah Al Munawwarah Province,Madinah,0.0772,2024-01,2024-01,Low Activity,Al Madinah Al Munawwarah Province,2,Low,0.0772,0.327605556
12/7/2024,USER-A141,A-13,Jannatul Baqi Cemetry - Madina,Jannatul Baqi Cemetery,"the name is 100 correct though another name jannatul baqi is the most popular one
it remains open for a visit after fazr and asr and only men are allowed here
the cemetery is a historical and sentimental place for the muslim people as most of the companions of prophet muhammad pbuh are buried here along with his family members
the tour is guided and managed by the security force to maintain the sanity of the place",Jannatul Baqi Cemetery,no review provided,no review provided,4.9,Religious Sites,Al Madinah Al Munawwarah Province,Madinah,0.7778,2024-07,2024-07,Low Activity,Al Madinah Al Munawwarah Province,2,Low,0.7778,0.327605556
2/5/2024,USER-A142,A-13,Jannatul Baqi Cemetry - Madina,Jannatul Baqi Cemetery,"baqis grave is also known as jannatul baqi or baqi algharqad this cemetery is located in the nabawi mosque area in southeastern medina almunawarah which has an area of 174962 meters
in this place family members and 10000 friends of the prophet muhammad saw are buried the first body buried in this cemetery was the body of anhsars friend asaad bin zararah meanwhile the first muhajirin group was uthman mahzun friends of usman bin affan and the wives of the prophet muhammad

its good to make a pilgrimage to the grave as a reminder that one day we will all die",Masjid Al Ghamamah,no review provided,no review provided,4.9,Religious Sites,Al Madinah Al Munawwarah Province,Madinah,0.4939,2024-05,2024-05,Low Activity,Al Madinah Al Munawwarah Province,1,Low,0.4939,0.327605556
16/3/2024,USER-A143,A-13,Jannatul Baqi Cemetry - Madina,Jannatul Baqi Cemetery,"the place is spacious clean  and well maintained and contains a lot of history for muslims
this is the burial place desired by all muslims visiting medina
this is also the place where the family of the prophet muhammad is buried",Masjid Al Ghamamah,no review provided,no review provided,4.9,Religious Sites,Al Madinah Al Munawwarah Province,Madinah,0.7096,2024-03,2024-03,Low Activity,Al Madinah Al Munawwarah Province,1,Low,0.7096,0.327605556
21/2/2023,USER-A144,A-13,Jannatul Baqi Cemetry - Madina,Jannatul Baqi Cemetery,can women visit jannatul baqi cemetry,"Masjid Al Ghamamah, The Garden And Masjid Of Salman Al Farsi Ring Of Imam ALI",no review provided,no review provided,4.9,Religious Sites,Al Madinah Al Munawwarah Province,Madinah,0.0,2023-02,2023-02,Low Activity,Al Madinah Al Munawwarah Province,3,Low,0.0,0.327605556
21/2/2023,USER-A144,A-13,Jannatul Baqi Cemetry - Madina,Jannatul Baqi Cemetery,can women visit jannatul baqi cemetry,Masjid Al Ghamamah,no review provided,no review provided,4.9,Religious Sites,Al Madinah Al Munawwarah Province,Madinah,0.0,2023-02,2023-02,Low Activity,Al Madinah Al Munawwarah Province,3,Low,0.0,0.327605556
21/2/2023,USER-A144,A-13,Jannatul Baqi Cemetry - Madina,Jannatul Baqi Cemetery,can women visit jannatul baqi cemetry,Al Tawba Mosque,no review provided,no review provided,4.9,Religious Sites,Al Madinah Al Munawwarah Province,Madinah,0.0,2023-02,2023-02,Low Activity,Al Madinah Al Munawwarah Province,3,Low,0.0,0.327605556
11/3/2024,USER-A145,A-13,Jannatul Baqi Cemetry - Madina,Jannatul Baqi Cemetery,"jannat al baqi which translates to garden of heavenlocated in medinasaudi arabia
is a place of great historical and spiritual significance for muslims around the world

visiting jannat al baqi is a deeply moving experience the cemetery is beautifully landscaped with rows of simple graves the atmosphere is serene inviting visitors to reflect and pay their respects to the departed souls

one of the most notable aspects of jannat al baqi cemetery is the presence of the graves of several family members of the prophet muhammad sws including his wives children and companions these revered individuals played a pivotal role in the early years of islam and their resting places are held in high regard by muslims",Masjid Al Ghamamah,no review provided,no review provided,4.9,Religious Sites,Al Madinah Al Munawwarah Province,Madinah,0.9545,2024-03,2024-03,Low Activity,Al Madinah Al Munawwarah Province,3,Low,0.9545,0.327605556
2/2/2024,USER-A146,A-13,Jannatul Baqi Cemetry - Madina,Jannatul Baqi Cemetery,history when muhammad arrived at medina from mecca in september 622 ce albaq was a land covered with boxthorn according to historical records after the arrival of muhammad the houses of medina developed near albaqi which was therefore considered the public tomb,Masjid Al Ghamamah,no review provided,no review provided,4.9,Religious Sites,Al Madinah Al Munawwarah Province,Madinah,0.0,2024-02,2024-02,Low Activity,Al Madinah Al Munawwarah Province,1,Low,0.0,0.327605556
30/12/2023,USER-A147,A-13,Jannatul Baqi Cemetry - Madina,Jannatul Baqi Cemetery,"it is the first islamic cenetry in mecca founded himself by prophet saw  some of islams revered personalities like bibi fatima imam hasan and imam zainul abedeen and many others are buried here
cemetry opens 6am and 46 pm every day women cannot enter albaqi its quite crowded but not too difficult to enter entire round of jannatul baqi is around 1 km and takes  40 mins",Masjid Al Ghamamah,no review provided,no review provided,4.9,Religious Sites,Al Madinah Al Munawwarah Province,Madinah,0.6772,2023-12,2023-12,Low Activity,Al Madinah Al Munawwarah Province,2,Low,0.6772,0.327605556
10/12/2023,USER-A148,A-13,Jannatul Baqi Cemetry - Madina,Jannatul Baqi Cemetery,"jannatul baqi also known as baqi algharqad 
is the main cemetery in madinah located to the southeast of masjid alnabawi it contains the graves of many prominent members of the prophets family ﷺ as well as graves belonging to the sahabah tabiin scholars and righteous people","Masjid Al Ghamamah, Dar Al Madinah Museum",no review provided,no review provided,4.9,Religious Sites,Al Madinah Al Munawwarah Province,Madinah,0.0,2023-12,2023-12,Low Activity,Al Madinah Al Munawwarah Province,1,Low,0.0,0.327605556
8/12/2023,USER-A149,A-13,Jannatul Baqi Cemetry - Madina,Jannatul Baqi Cemetery,al baaqi next to masjid e nawbvi open time after fajar and asar prayer these graves are good example for those poeple who using titles and bricks on border on the other hand some people worship of graves if these kind of thinks are exists our islam so sahabah karams did this please guys avoid these kind of things,Al Tawba Mosque,no review provided,no review provided,4.9,Religious Sites,Al Madinah Al Munawwarah Province,Madinah,0.6514,2023-12,2023-12,Low Activity,Al Madinah Al Munawwarah Province,1,Low,0.6514,0.327605556
19/11/2023,USER-A150,A-13,Jannatul Baqi Cemetry - Madina,Jannatul Baqi Cemetery,cemetery where many companions and the prophets family are buried not a lot to see as you have to stay on a path,Al Tawba Mosque,no review provided,no review provided,4.9,Religious Sites,Al Madinah Al Munawwarah Province,Madinah,0.0,2023-11,2023-11,Low Activity,Al Madinah Al Munawwarah Province,1,Low,0.0,0.327605556
5/10/2023,USER-A151,A-13,Jannatul Baqi Cemetry - Madina,Jannatul Baqi Cemetery,"jannat albaqi also known as baqi algharqad is a historic cemetery located in medina saudi arabia its history is deeply intertwined with the early islamic period and holds significant religious importance for muslims

the cemetery gained prominence during the time of the prophet muhammad peace be upon him as it became the final resting place for many of his companions and family members some of the prophets closest companions such as osman ibn affan aisha bint abi bakr and many others are buried here

one of the most notable burials in jannat albaqi is that of imam hasan ibn ali the grandson of the prophet muhammad and other members of the prophets family these graves are a source of reverence and reflection for shia muslims who hold a special connection to the descendants of the prophet

over the centuries jannat albaqi has witnessed several expansions and renovations during the reign of the abbasid caliphs the cemetery was further developed and landscaped to create a peaceful and serene environment for the deceased

however one of the most tragic and controversial events in the history of jannat albaqi occurred in the early 20th century in 1925 the saudi government under king ibn saud ordered the demolition of many of the structures and tombstones in the cemetery this act sparked outrage among muslims worldwide as it led to the loss of countless historical and religious artifacts to this day the cemetery remains a simple open space with minimal structures

despite this jannat albaqi continues to be a place of great significance for muslims who visit to offer prayers recite quranic verses and pay their respects to the prominent figures buried there the history of jannat albaqi serves as a testament to the rich heritage and profound religious devotion of the muslim community honoring the memories of those who played pivotal roles in the early days of islam",Al Tawba Mosque,no review provided,no review provided,4.9,Religious Sites,Al Madinah Al Munawwarah Province,Madinah,0.9817,2023-10,2023-10,Low Activity,Al Madinah Al Munawwarah Province,1,Low,0.9817,0.327605556
29/9/2023,USER-A152,A-13,Jannatul Baqi Cemetry - Madina,Jannatul Baqi Cemetery,"jannat albaqīʿ arabic ٱلبقيع the baqi is the oldest and the first islamic cemetery of medina in the region of presentday saudi arabia

by the grace of allah i was able to see the graveyard of our beloved sahabi hazrat usmani ghani رضي الله عنها",Al Tawba Mosque,no review provided,no review provided,4.9,Religious Sites,Al Madinah Al Munawwarah Province,Madinah,0.5994,2023-09,2023-09,Low Activity,Al Madinah Al Munawwarah Province,1,Low,0.5994,0.327605556
16/4/2024,USER-A55,A-56,Jawatha Park - Hofuf - Eastern Province,Jawatha Park,"for those with a competitive spirit the park features an exciting ropes course test your agility and balance as you navigate through suspended obstacles high above the ground its a fantastic way to challenge yourself and bond with family and friends
adventure park wonderland also boasts an impressive rock climbing wall suitable for climbers of all levels whether youre a novice looking to conquer your fear of heights or an experienced climber seeking a new challenge the wall offers a safe and thrilling ascent
younger visitors will find plenty of entertainment in the dedicated childrens area complete with playgrounds mini ziplines and gentle obstacle courses
what sets adventure park wonderland apart is its commitment to safety and professionalism the staff are highly trained and attentive ensuring that every guest enjoys a secure and enjoyable experience
in addition to its thrilling attractions the park offers serene picnic areas and hiking trails making it an ideal destination for a full day of adventure and relaxation
overall adventure park wonderland delivers an unforgettable experience for thrillseekers and nature enthusiasts alike with its diverse range of activities and stunning natural setting this park is a mustvisit for anyone looking to inject some excitement into their outdoor adventures",Al Masmak Palace Museum,no review provided,no review provided,4.7,Natural Landscapes,The Eastern Province,Al Ahsa,0.9967,2024-04,2024-04,Low Activity,Al Madinah Al Munawwarah Province,2,Low,0.9967,0.6427
24/2/2024,USER-A379,A-56,Jawatha Park - Hofuf - Eastern Province,Jawatha Park,jawatha park is located beside the jawatha mosque where second jumma prayer offered by muslims after masjid nabwi park is well maintained equiped with basic facilities,"Al Masmak Palace Museum, Lake Park Namar Dam",no review provided,no review provided,4.7,Natural Landscapes,The Eastern Province,Al Ahsa,0.2732,2024-02,2024-02,Low Activity,Makkah Al Mukarramah Province,3,Low,0.2732,0.6427
22/7/2024,USER-A675,A-56,Jawatha Park - Hofuf - Eastern Province,Jawatha Park,"jawatha park is the largest park in al ahsa having all in one place
summer price list in sar per person
park entrance fee 10 less than 2 years free
many restrooms are available across the park masjid at the entrance
zoo 10
kayak deferent prices per boat type
rope rides between 10 to 20
hanging bridge
small aqua park 5 to 75
rides 10
oasis
trains roof opened bus and leasure club cars are available at minimum price
mant more attractions awaiting for you
buggy rides starts from 15
haunted house 20
parking is free but if you have kids make sure you are with them as there are no proper barriers in water ponds
the indoor restaurant area is not yet opened construction completed but awaiting for stall owners
summer timings
4pm to 2am next day",Al Masmak Palace Museum,no review provided,no review provided,4.7,Natural Landscapes,The Eastern Province,Al Ahsa,0.246,2024-07,2024-07,Low Activity,The Eastern Province,1,Low,0.246,0.6427
18/6/2024,USER-A676,A-56,Jawatha Park - Hofuf - Eastern Province,Jawatha Park,this park was an absolute delight it offered a plethora of fun activities for kids including a playground swings electric cars and a walking track the environment was immaculately maintained with beautiful sitting areas alongside a stunning dancing fountain plus boating facilities were also available it was a joy to behold and we had an amazing time here,Al Masmak Palace Museum,no review provided,no review provided,4.7,Natural Landscapes,The Eastern Province,Al Ahsa,0.9694,2024-06,2024-06,Low Activity,The Eastern Province,1,Low,0.9694,0.6427
29/5/2024,USER-A677,A-56,Jawatha Park - Hofuf - Eastern Province,Jawatha Park,10 riyals entry per person beautiful place includes some activities inside the park is it worth 10 riyals i dont think so,Al Masmak Palace Museum,no review provided,no review provided,4.7,Natural Landscapes,The Eastern Province,Al Ahsa,0.7003,2024-05,2024-05,Low Activity,The Eastern Province,1,Low,0.7003,0.6427
7/5/2024,USER-A678,A-56,Jawatha Park - Hofuf - Eastern Province,Jawatha Park,this park will be for the whole family children would really enjoy the activities that they offer here nice place,Al Masmak Palace Museum,no review provided,no review provided,4.7,Natural Landscapes,The Eastern Province,Al Ahsa,0.7425,2024-05,2024-05,Low Activity,The Eastern Province,1,Low,0.7425,0.6427
5/5/2024,USER-A679,A-56,Jawatha Park - Hofuf - Eastern Province,Jawatha Park,"good place for time spent with family  friends

 positive things
lots of parking
restroom
entrance ticket price is 10 riyal per person
small zoo
buggy bike available 15 minutes 30 riyal
dashing car merry go round all 10 riyal
playground with green grass
kayaka boat
motor boats are also available
baby train cycle bus raid available
baby swimming is also available
1 riyal massage sofa available

 negative things
less baqala available
too expensive in baqala
zoo not too good small that
all shops places empty
grass sitting places not clean cigrette cups

otherwise u can enjoy if you go with family  friends good place",Al Masmak Palace Museum,no review provided,no review provided,4.7,Natural Landscapes,The Eastern Province,Al Ahsa,0.9548,2024-05,2024-05,Low Activity,The Eastern Province,1,Low,0.9548,0.6427
28/6/2023,USER-A680,A-56,Jawatha Park - Hofuf - Eastern Province,Jawatha Park,nice place to visit with your family members more games also there to play with childrensboating dessert car race track ferris wheel bumper car battery car for small children etc and then horse camel ride also there awesome view of night light settings to see with your family  but foods are slightly expensive,Al Masmak Palace Museum,no review provided,no review provided,4.7,Natural Landscapes,The Eastern Province,Al Ahsa,0.631,2023-06,2023-06,Low Activity,The Eastern Province,1,Low,0.631,0.6427
19/6/2023,USER-A681,A-56,Jawatha Park - Hofuf - Eastern Province,Jawatha Park,nice park to enjoy with your loving ones activity like go carting paintball war hanging bridge and zoo are main attractions lot of restaurants to eat boating in the lake and can have food on floating boat,"Al Masmak Palace Museum, VIA Riyadh",no review provided,no review provided,4.7,Natural Landscapes,The Eastern Province,Al Ahsa,0.8834,2023-06,2023-06,Low Activity,The Eastern Province,1,Low,0.8834,0.6427
29/4/2023,USER-A682,A-56,Jawatha Park - Hofuf - Eastern Province,Jawatha Park,gorgeous park in the eastern province for all family members it has lakes tiny river trees flowers ducks exotic birds such as real parrots and eagles camels horses donkeys small zoo horror house rides and many others,King Abdulaziz Historical Center (National Museum),no review provided,no review provided,4.7,Natural Landscapes,The Eastern Province,Al Ahsa,0.0772,2023-04,2023-04,Low Activity,The Eastern Province,1,Low,0.0772,0.6427
18/2/2023,USER-A683,A-56,Jawatha Park - Hofuf - Eastern Province,Jawatha Park,nice park for family outing ticket is 10 sar per person you can spend whole evening in the park zoo is available inside coffee shops fast food shops inside bridge walk available at 20 sar per person lake inside is beautiful,King Abdulaziz Historical Center (National Museum),no review provided,no review provided,4.7,Natural Landscapes,The Eastern Province,Al Ahsa,0.7717,2023-02,2023-02,Low Activity,The Eastern Province,1,Low,0.7717,0.6427
12/3/2022,USER-A684,A-56,Jawatha Park - Hofuf - Eastern Province,Jawatha Park,very nice place but the modern complex that is surrounded it is very noisy for eye and not matches the spirituality of this place,"King Abdulaziz Historical Center (National Museum), Riyadh Zoo",no review provided,no review provided,4.7,Natural Landscapes,The Eastern Province,Al Ahsa,-0.1136,2022-03,2022-03,Low Activity,The Eastern Province,1,Low,-0.1136,0.6427
22/2/2022,USER-A685,A-56,Jawatha Park - Hofuf - Eastern Province,Jawatha Park,attractive tourist attraction  all services are available suitable for families especially children cleanliness is good  activities are available especially the water boat in the lake prices are reasonable,King Abdulaziz Historical Center (National Museum),no review provided,no review provided,4.7,Natural Landscapes,The Eastern Province,Al Ahsa,0.8316,2022-02,2022-02,Low Activity,The Eastern Province,1,Low,0.8316,0.6427
29/11/2021,USER-A686,A-56,Jawatha Park - Hofuf - Eastern Province,Jawatha Park,its the winter wonderland of al hassa  i enjoyed the ferris wheel ride and strolling the whole park with that vintage car this place will bring family and friends together enjoying the views games eating at the picnic mat or bench scattered in the whole area  going back again before christmas ,"King Abdulaziz Historical Center (National Museum), King Abdulaziz Historical Center (National Museum), King Abdulaziz Historical Center (National Museum)",no review provided,no review provided,4.7,Natural Landscapes,The Eastern Province,Al Ahsa,0.8689,2021-11,2021-11,Low Activity,The Eastern Province,1,Low,0.8689,0.6427
30/9/2021,USER-A687,A-56,Jawatha Park - Hofuf - Eastern Province,Jawatha Park,nice environment family friendly apparently the biggest oasis in saudi but riyadh has bigger ponds than this bring kids and family to enjoy the evening time beside the lake,King Abdulaziz Historical Center (National Museum),no review provided,no review provided,4.7,Natural Landscapes,The Eastern Province,Al Ahsa,0.8074,2021-09,2021-09,Low Activity,Aseer Province,2,Low,0.8074,0.6427
11/7/2024,USER-A245,A-82,Jeddah Sign,Jeddah Sign,"my recent visit to the jeddah sign on the new jeddah corniche was nothing short of extraordinary this landmark with its grand led sign spelling out jeddah has truly become an emblem of the city drawing both locals and tourists

the area is a hub of activity and entertainment offering something for everyone from swimming and boating to dining at one of the six waterfront restaurants the options are plentiful the three nearby beaches reserved specifically for swimming provide a refreshing escape while the fishing pier and marina for small boats add to the maritime charm not to mention the floating dock equipped with cell phone charging stations a thoughtful touch for modern visitors

one of the highlights is undoubtedly the dancing fountains which are a mesmerizing sight especially at night when the entire area is illuminated by the glowing jeddah sign the coconut treelined roads and wellmaintained pedestrian paths adorned with lush lawns and trees create a serene and picturesque environment the jogging track bustling with joggers cyclists and skaters adds to the lively atmosphere

for families the playgrounds with various play stations offer a fantastic array of activities for children and as the sun sets the waterfront transforms into a magical vista perfect for capturing stunning photographs and videos for instagram

overall the jeddah sign and its surroundings provide a perfect blend of relaxation entertainment and scenic beauty it is a mustvisit destination for anyone in jeddah offering an experience that is both invigorating and memorable","Al Bujairi Heritage Park, King Fahad Causeway",no review provided,no review provided,4.6,Modern Attractions,Makkah Al Mukarramah Province,Jeddah,0.9947,2024-07,2024-07,Low Activity,Makkah Al Mukarramah Province,3,Low,0.9947,0.67284
19/12/2023,USER-A254,A-82,Jeddah Sign,Jeddah Sign,sign of jeddah is awesome and the most adorable view in evening time,"Mecca Museum, Mecca Museum, Mecca Museum",no review provided,no review provided,4.6,Modern Attractions,Makkah Al Mukarramah Province,Jeddah,0.8221,2023-12,2023-12,Low Activity,Makkah Al Mukarramah Province,2,Low,0.8221,0.67284
